id,age,educate,income,vote,white
827,29,17.0,6.9491,0,0
828,23,12.0,3.7042,0,1
829,51,12.0,2.7852,0,1
830,46,12.0,0.8236,1,1
831,64,4.0,1.8561,1,1
832,61,3.0,1.1893,0,0
833,82,16.0,7.0281,1,1
834,61,8.0,0.4607,0,0
835,61,16.0,11.8939,1,1
836,33,11.0,2.2706,0,0
837,30,14.0,2.2856,1,1
838,32,15.0,5.4713,1,1
839,40,8.0,1.8561,0,1
840,66,1.0,0.2253,0,0
841,32,16.0,6.9491,1,1
842,27,12.0,3.3834,1,1
843,61,19.0,6.9491,1,0
844,62,8.0,5.1229,0,1
845,23,12.0,2.7852,1,1
846,59,12.0,6.0903,1,1
847,75,8.0,1.2094,1,1
848,31,12.0,4.4312,1,1
849,62,12.0,3.3458,1,1
850,57,11.0,2.1279,1,1
851,29,12.0,4.669,0,0
852,44,9.0,0.6177,0,0
853,37,10.0,1.5788,0,0
854,28,12.0,7.7751,1,1
855,26,19.0,4.6493,1,1
856,54,12.0,4.2857,0,1
857,43,13.0,5.19,1,1
858,38,19.0,3.58,1,0
859,60,10.0,11.3918,1,1
860,50,19.0,14.9247,1,1
861,28,9.0,2.3866,1,1
862,54,3.0,2.917,1,1
863,70,7.0,2.0021,0,1
864,42,8.0,2.3866,1,1
865,38,12.0,5.178,0,1
866,31,12.0,2.7852,1,0
867,24,9.0,0.7594,0,0
868,55,12.0,8.722000000000001,1,1
869,31,15.0,4.3195,1,1
870,24,14.0,2.3866,1,1
871,24,16.0,4.4876,0,1
872,74,10.0,0.7953,0,1
873,55,12.0,4.8901,1,1
874,28,12.0,3.6476,1,1
875,40,13.0,3.7972,1,1
876,47,19.0,10.1506,1,1
877,46,6.0,0.7294,1,0
878,21,8.0,2.5196,0,1
879,30,16.0,3.2949,0,1
880,31,16.0,1.261,1,1
881,21,12.0,1.0212,0,0
882,59,8.0,4.6493,1,1
883,42,12.0,6.3304,1,1
884,50,11.0,5.9469,0,1
885,51,10.0,1.838,0,1
886,38,12.0,3.8797,1,1
887,64,13.0,4.4876,1,0
888,60,14.0,4.8901,1,1
889,64,12.0,6.9491,1,1
890,40,19.0,11.2351,1,1
891,36,12.0,1.9703,0,1
892,67,11.0,3.1356,1,1
893,30,12.0,4.669,0,1
894,29,13.0,2.4189,1,1
895,30,12.0,8.7545,0,1
896,30,13.0,1.2094,1,1
897,21,12.0,3.2449,1,1
898,39,12.0,5.2331,1,1
899,39,12.0,4.9624,1,1
900,68,13.0,2.522,1,1
901,55,12.0,6.0903,1,1
902,77,10.0,0.253,0,1
903,38,13.0,3.0639999999999996,1,0
904,42,12.0,2.4193,0,1
905,42,19.0,13.3041,1,1
906,80,8.0,1.261,0,1
907,20,14.0,2.7722,0,0
908,51,10.0,4.2313,1,1
909,60,10.0,2.7852,1,1
910,42,12.0,8.722000000000001,1,1
911,27,13.0,4.0006,0,1
912,47,12.0,6.274,1,1
913,48,12.0,2.4193,1,1
914,61,10.0,1.8429,0,1
915,58,12.0,2.9072,1,1
916,36,11.0,3.4183,0,1
917,34,11.0,2.2706,0,0
918,45,16.0,7.8949,1,1
919,70,12.0,3.2949,1,1
920,22,12.0,0.6304,0,0
921,72,8.0,1.7443,1,1
922,25,12.0,2.9072,0,1
923,18,9.0,0.7294,0,1
924,21,13.0,3.7042,0,1
925,39,19.0,8.7517,1,1
926,20,13.0,0.8284,0,1
927,53,8.0,4.669,1,1
928,35,14.0,5.2331,1,0
929,19,14.0,2.9072,1,1
930,24,12.0,3.4183,1,1
931,35,12.0,3.2449,1,1
932,78,16.0,1.4498,1,1
933,27,12.0,4.4578,1,1
934,46,14.0,6.0903,1,1
935,72,3.0,0.6765,1,0
936,64,12.0,1.0212,1,1
937,62,12.0,1.7443,1,1
938,48,16.0,2.8997,1,1
939,53,7.0,0.5405,1,0
940,83,12.0,1.9045,1,0
941,38,14.0,4.3348,1,1
942,81,5.0,0.7294,1,1
943,39,12.0,3.4183,1,1
944,32,8.0,3.58,0,1
945,65,12.0,3.7435,1,1
946,64,12.0,3.3458,1,1
947,52,12.0,2.7852,1,1
948,28,10.0,1.655,0,1
949,56,12.0,2.4803,1,1
950,51,12.0,4.4312,1,1
951,50,10.0,2.917,1,1
952,22,12.0,2.2706,1,1
953,31,14.0,3.58,1,1
954,22,8.0,0.5813,0,0
955,37,19.0,5.1229,1,1
956,39,12.0,3.58,1,1
957,47,17.0,0.6177,1,1
958,35,14.0,8.722000000000001,1,1
959,43,19.0,3.3458,1,1
960,28,14.0,2.4803,1,1
961,32,14.0,3.46,1,1
962,67,8.0,2.1885,1,1
963,54,12.0,11.8939,1,1
964,33,13.0,0.2162,1,1
965,28,12.0,2.7722,1,1
966,60,11.0,0.8236,0,1
967,43,12.0,5.6622,1,1
968,25,13.0,3.3102,0,1
969,44,16.0,8.7517,1,1
970,76,8.0,0.253,1,1
971,49,0.5,1.3566,1,0
972,65,12.0,0.9457,1,1
973,22,12.0,3.7042,1,1
974,35,16.0,11.2307,0,1
975,26,14.0,3.7435,1,0
976,29,12.0,0.9457,1,1
977,26,16.0,7.0281,1,1
978,61,12.0,6.5589,1,1
979,50,12.0,2.7852,1,1
980,24,12.0,1.261,1,1
981,64,12.0,2.4811,1,1
982,34,14.0,4.2857,1,0
983,33,12.0,4.6493,1,1
984,28,12.0,2.4811,1,1
985,33,11.0,1.5788,0,0
986,21,14.0,6.6992,1,1
987,49,14.0,5.178,1,1
988,54,12.0,0.9457,1,1
989,84,7.0,0.8236,0,0
990,43,12.0,5.2331,1,1
991,33,12.0,3.3558,1,0
992,24,9.0,0.2364,0,1
993,28,16.0,2.4803,1,1
994,43,19.0,9.3205,1,0
995,63,12.0,0.6304,1,1
996,44,14.0,8.3565,1,0
997,44,13.0,7.0036,1,0
998,42,13.0,2.2092,0,1
999,27,14.0,8.7545,1,1
1000,23,13.0,3.46,0,1
1001,65,13.0,4.8901,1,1
1002,32,12.0,5.3986,1,1
1003,78,0.5,0.9689,0,1
1004,27,17.0,2.8311,0,0
1005,46,12.0,3.4183,1,1
1006,33,15.0,7.4874,1,1
1007,41,12.0,4.4312,1,1
1008,50,6.0,1.2659,1,1
1009,64,17.0,7.5945,1,1
1010,56,7.0,6.6992,1,1
1011,48,13.0,8.7545,0,1
1012,59,8.0,3.0639999999999996,1,1
1013,44,12.0,3.3834,1,1
1014,31,12.0,6.3304,1,1
1015,50,8.0,7.0036,1,1
1016,40,14.0,2.7031,1,0
1017,31,13.0,3.7042,1,1
1018,44,12.0,4.4312,1,1
1019,48,16.0,4.9624,1,1
1020,40,9.0,0.8284,0,1
1021,42,12.0,2.3866,1,1
1022,77,13.0,1.6049,1,1
1023,28,14.0,1.0942,0,1
1024,23,12.0,4.4312,0,1
1025,49,17.0,1.6472,1,1
1026,64,12.0,1.8967,0,1
1027,62,8.0,4.669,0,1
1028,30,14.0,3.2949,1,1
1029,33,12.0,5.3986,0,1
1030,52,16.0,0.1936,1,1
1031,61,3.0,1.3131,0,0
1032,45,12.0,2.1319,1,1
1033,25,12.0,4.4312,0,1
1034,64,10.0,1.3131,1,1
1035,53,10.0,9.1907,0,1
1036,66,16.0,2.4803,1,1
1037,42,16.0,5.1229,1,1
1038,52,11.0,1.5788,1,1
1039,45,12.0,4.3754,1,1
1040,75,9.0,1.1277,1,1
1041,32,17.0,4.4876,1,0
1042,48,11.0,6.9491,0,1
1043,74,3.0,3.4183,0,0
1044,64,12.0,3.8606,1,1
1045,82,3.0,0.9214,0,0
1046,51,12.0,1.4398,0,0
1047,52,12.0,4.4312,1,1
1048,89,12.0,0.7294,0,1
1049,75,16.0,0.7953,1,1
1050,65,12.0,14.9247,1,1
1051,62,11.0,1.2659,1,1
1052,43,7.0,2.4811,1,0
1053,82,8.0,0.8284,1,1
1054,28,13.0,4.6493,0,0
1055,42,11.0,1.8561,0,0
1056,48,14.0,2.3866,1,1
1057,39,14.0,5.9469,1,1
1058,35,8.0,3.58,0,1
1059,25,14.0,2.7852,0,1
1060,63,12.0,1.0942,1,1
1061,41,9.0,1.6218,0,1
1062,76,11.0,1.2868,1,1
1063,59,14.0,4.2857,0,1
1064,71,6.0,0.2649,1,1
1065,38,11.0,2.8311,0,1
1066,68,10.0,1.8429,0,1
1067,68,7.0,0.9689,0,1
1068,34,16.0,3.8606,1,1
1069,67,0.0,1.1277,1,1
1070,45,8.0,1.3257,1,1
1071,37,14.0,2.2788,1,1
1072,31,17.0,3.7435,1,1
1073,34,19.0,3.6476,1,1
1074,62,13.0,2.5545,1,1
1075,32,16.0,5.9469,1,1
1076,54,16.0,8.3565,1,1
1077,83,8.0,5.2331,1,1
1078,70,12.0,1.4927,0,1
1079,54,12.0,1.726,1,1
1080,52,10.0,3.4183,1,1
1081,25,14.0,0.7568,1,1
1082,26,10.0,0.9457,0,1
1083,22,12.0,0.8284,1,0
1084,33,17.0,2.8997,1,1
1085,34,6.0,1.1277,1,1
1086,65,12.0,0.7594,0,1
1087,44,11.0,0.7594,1,0
1088,62,5.0,1.1277,0,1
1089,65,14.0,2.7068,1,1
1090,64,16.0,5.8684,1,1
1091,51,8.0,0.253,1,0
1092,40,12.0,6.0903,1,1
1093,45,12.0,6.7838,1,1
1094,31,12.0,6.7838,1,1
1095,49,12.0,6.7838,1,1
1096,22,12.0,3.4183,0,1
1097,29,12.0,6.7838,1,1
1098,34,15.0,8.6696,0,1
1099,52,12.0,1.8561,1,1
1100,47,19.0,1.6218,1,1
1101,48,7.0,1.2094,0,1
1102,79,12.0,0.2162,1,1
1103,34,13.0,6.3352,1,1
1104,22,13.0,2.1309,1,1
1105,80,0.0,0.2917,1,0
1106,52,14.0,4.2857,1,1
1107,31,12.0,4.0702,1,1
1108,78,4.0,3.7972,1,1
1109,40,11.0,2.2788,0,0
1110,43,19.0,11.2351,1,1
1111,77,12.0,2.5545,1,1
1112,38,12.0,2.1309,1,1
1113,47,11.0,2.5196,1,1
1114,36,12.0,1.4398,1,1
1115,26,16.0,4.4876,1,1
1116,38,12.0,2.4803,1,1
1117,38,12.0,5.8684,1,1
1118,39,14.0,7.5945,1,1
1119,59,10.0,2.917,1,1
1120,30,9.0,1.8561,1,1
1121,44,11.0,0.6304,1,0
1122,29,12.0,1.3566,1,0
1123,21,11.0,0.6765,1,1
1124,59,11.0,7.5945,0,0
1125,62,9.0,1.8967,1,1
1126,36,10.0,2.0299,0,1
1127,22,14.0,5.1229,1,1
1128,41,12.0,6.3304,1,1
1129,19,12.0,2.4868,1,1
1130,58,9.0,1.8561,1,1
1131,52,19.0,9.5029,1,1
1132,28,13.0,3.8606,0,1
1133,24,19.0,3.46,1,1
1134,46,19.0,11.8939,1,1
1135,24,12.0,3.7042,0,0
1136,48,12.0,8.3565,1,1
1137,72,0.0,0.7953,0,0
1138,43,14.0,6.3304,1,0
1139,28,14.0,3.58,1,1
1140,28,14.0,0.9457,0,1
1141,87,14.0,7.5945,1,1
1142,53,10.0,7.0036,1,1
1143,27,14.0,5.178,1,1
1144,31,19.0,9.5029,1,1
1145,36,16.0,8.7517,1,1
1146,58,16.0,6.3304,1,0
1147,61,12.0,5.9111,1,1
1148,65,14.0,6.6298,1,1
1149,59,4.0,2.7852,1,1
1150,60,12.0,2.1309,1,1
1151,31,16.0,7.0036,0,1
1152,70,12.0,1.9045,1,1
1153,49,14.0,10.0376,1,1
1154,76,19.0,1.2094,1,1
1155,66,10.0,1.1277,1,1
1156,28,13.0,2.1885,1,1
1157,38,16.0,8.3565,1,1
1158,21,14.0,1.1277,1,1
1159,31,12.0,6.3304,1,1
1160,47,17.0,11.8908,1,1
1161,32,12.0,4.6493,1,1
1162,32,12.0,0.2364,0,1
1163,54,8.0,5.9469,1,1
1164,56,12.0,5.2331,1,1
1165,28,12.0,2.9072,1,1
1166,40,12.0,5.2331,1,1
1167,58,5.0,0.2649,0,0
1168,48,16.0,7.8949,1,1
1169,45,12.0,3.3834,1,1
1170,53,14.0,11.2351,1,1
1171,22,14.0,2.9072,1,1
1172,21,12.0,4.4312,0,1
1173,87,16.0,3.8606,1,1
1174,75,7.0,2.0299,1,1
1175,71,12.0,1.9703,1,1
1176,70,17.0,4.2313,1,1
1177,67,15.0,1.838,1,1
1178,38,8.0,2.4803,1,1
1179,84,8.0,1.6049,1,1
1180,65,12.0,1.6049,1,1
1181,72,12.0,7.0036,1,1
1182,48,19.0,13.6702,1,1
1183,30,12.0,6.3304,0,1
1184,67,5.0,0.1544,1,1
1185,60,17.0,1.1893,1,0
1186,46,12.0,2.2788,1,1
1187,28,12.0,2.917,1,1
1188,34,13.0,6.5589,1,1
1189,18,13.0,0.9214,1,1
1190,70,11.0,1.7723,1,1
1191,22,10.0,0.2253,1,0
1192,75,12.0,1.5788,1,0
1193,47,10.0,3.1676,0,1
1194,49,12.0,3.7972,1,1
1195,40,12.0,5.8684,1,1
1196,32,15.0,4.4876,1,1
1197,79,5.0,0.7594,0,1
1198,30,12.0,3.4183,1,1
1199,28,16.0,6.5589,1,1
1200,41,12.0,1.8429,0,1
1201,21,11.0,0.7568,1,0
1202,44,12.0,3.7435,1,1
1203,64,8.0,0.5813,0,1
1204,33,8.0,2.1885,1,1
1205,26,11.0,1.261,1,1
1206,59,8.0,0.8284,1,0
1207,54,19.0,5.178,1,1
1208,31,12.0,2.9161,0,1
1209,22,14.0,6.0903,1,1
1210,45,16.0,7.8949,1,1
1211,33,10.0,2.9072,0,1
1212,35,12.0,3.46,1,1
1213,47,10.0,5.9111,1,1
1214,52,5.0,2.9072,0,1
1215,33,19.0,5.6622,1,1
1216,22,11.0,5.4713,0,1
1217,27,11.0,4.8954,1,0
1218,80,12.0,3.3458,1,0
1219,42,10.0,2.9161,0,1
1220,33,11.0,1.6702,0,0
1221,64,8.0,1.8967,1,1
1222,54,14.0,3.2949,1,1
1223,82,8.0,1.0212,0,1
1224,54,14.0,6.5589,1,1
1225,50,12.0,8.3565,1,1
1226,21,12.0,7.5945,0,1
1227,36,12.0,1.0942,0,0
1228,26,12.0,4.6408,1,1
1229,22,14.0,1.1277,0,1
1230,28,12.0,5.3986,1,1
1231,62,10.0,2.3866,1,0
1232,22,12.0,1.7723,1,1
1233,68,5.0,1.3257,1,1
1234,54,9.0,9.1907,1,0
1235,29,12.0,4.0702,0,0
1236,54,12.0,3.58,1,1
1237,48,8.0,11.8939,0,1
1238,24,12.0,0.2364,0,1
1239,50,12.0,11.8939,0,1
1240,39,16.0,8.722000000000001,1,1
1241,40,12.0,1.864,0,1
1242,70,0.0,1.7723,1,1
1243,60,6.0,1.8967,1,0
1244,25,16.0,2.4189,1,1
1245,67,19.0,11.2307,1,1
1246,32,5.0,1.864,1,1
1247,51,10.0,3.8797,1,1
1248,69,8.0,2.4193,1,1
1249,49,12.0,0.2071,1,1
1250,26,10.0,2.1885,0,0
1251,47,12.0,5.2331,1,1
1252,48,10.0,1.5788,0,0
1253,65,12.0,2.4189,1,1
1254,40,9.0,6.7838,0,0
1255,63,12.0,2.4193,1,1
1256,41,12.0,6.274,1,0
1257,50,5.0,2.5545,0,1
1258,40,12.0,4.0702,1,1
1259,32,9.0,3.2949,1,0
1260,80,11.0,0.2649,0,1
1261,25,16.0,7.4874,0,1
1262,59,9.0,4.0702,0,0
1263,41,16.0,7.7751,1,1
1264,21,14.0,0.6765,1,1
1265,35,14.0,1.2868,1,1
1266,40,12.0,5.3986,1,1
1267,46,12.0,7.8949,1,1
1268,30,16.0,4.4312,1,1
1269,78,17.0,4.3348,1,1
1270,18,10.0,3.1356,0,1
1271,45,12.0,0.4607,1,0
1272,50,12.0,4.669,1,1
1273,42,19.0,11.2351,1,1
1274,28,12.0,6.3352,1,1
1275,38,14.0,2.9161,1,0
1276,38,14.0,4.3348,0,1
1277,74,10.0,0.7294,1,1
1278,33,16.0,10.0376,0,1
1279,51,12.0,7.7751,1,1
1280,46,19.0,3.1676,1,1
1281,65,19.0,11.6294,1,0
1282,52,11.0,0.7594,1,0
1283,82,10.0,0.9689,1,1
1284,39,14.0,11.2351,1,1
1285,83,7.0,1.2094,0,1
1286,35,12.0,6.7838,1,1
1287,56,12.0,5.3986,1,1
1288,22,12.0,1.3117,1,0
1289,74,4.0,1.3257,1,1
1290,26,14.0,7.0281,0,1
1291,71,16.0,3.7042,1,1
1292,51,12.0,2.0021,0,0
1293,36,17.0,11.8908,1,1
1294,59,12.0,1.4974,1,1
1295,35,12.0,4.3195,1,1
1296,51,12.0,9.3205,1,1
1297,66,6.0,1.3566,0,1
1298,61,8.0,0.7594,0,1
1299,39,19.0,9.3205,1,0
1300,24,14.0,5.1229,1,1
1301,41,14.0,2.1309,0,0
1302,28,13.0,2.9161,1,1
1303,24,16.0,5.3986,1,0
1304,37,16.0,3.9394,1,1
1305,71,8.0,1.261,1,0
1306,20,14.0,3.2949,0,0
1307,50,5.0,7.5945,1,1
1308,57,10.0,4.2313,1,1
1309,67,16.0,6.274,1,1
1310,28,10.0,2.3866,1,1
1311,58,10.0,1.1046,1,1
1312,34,16.0,3.6476,0,1
1313,41,19.0,5.9469,1,1
1314,52,12.0,0.8284,1,0
1315,20,12.0,4.4876,0,1
1316,25,14.0,3.3834,1,1
1317,45,15.0,4.3348,1,1
1318,81,8.0,0.2649,0,1
1319,20,12.0,3.3102,0,1
1320,60,12.0,7.5945,0,1
1321,88,9.0,0.6177,1,1
1322,57,16.0,4.0702,1,1
1323,45,15.0,9.1907,1,1
1324,61,8.0,2.917,1,1
1325,60,8.0,0.6765,0,1
1326,47,14.0,6.7838,1,1
1327,56,5.0,0.7953,1,1
1328,54,9.0,3.8606,0,1
1329,62,14.0,2.3866,1,1
1330,48,15.0,6.9491,1,1
1331,39,14.0,3.8606,1,1
1332,23,12.0,2.7722,1,1
1333,24,16.0,6.7838,1,1
1334,45,14.0,5.178,1,0
1335,26,16.0,2.9072,1,1
1336,23,12.0,1.6049,1,1
1337,72,8.0,2.0021,1,1
1338,47,12.0,5.2331,1,1
1339,35,14.0,8.7517,1,1
1340,35,17.0,2.4803,1,0
1341,29,14.0,1.6049,1,1
1342,51,12.0,2.7852,0,1
1343,26,12.0,1.6049,0,1
1344,42,12.0,4.0702,1,1
1345,77,9.0,1.7443,0,1
1346,41,16.0,5.6622,1,1
1347,52,8.0,3.58,1,1
1348,42,8.0,1.2659,0,1
1349,37,16.0,8.3565,1,1
1350,41,15.0,0.6304,0,0
1351,57,8.0,1.7723,1,1
1352,63,6.0,5.3986,1,1
1353,46,9.0,1.8429,0,0
1354,21,7.0,2.1885,0,1
1355,58,3.0,0.7594,1,1
1356,24,16.0,2.7031,1,1
1357,62,12.0,1.4974,1,1
1358,36,19.0,8.6696,1,1
1359,70,16.0,2.8311,1,1
1360,31,12.0,2.917,1,1
1361,55,16.0,4.6408,1,1
1362,36,9.0,1.8967,1,1
1363,37,13.0,5.9469,1,1
1364,66,12.0,0.5523,0,1
1365,29,19.0,3.8606,1,1
1366,26,16.0,3.2949,1,1
1367,43,12.0,7.8949,1,1
1368,38,9.0,2.4868,1,1
1369,35,12.0,3.3558,1,1
1370,44,8.0,6.7838,1,1
1371,77,8.0,1.655,0,1
1372,44,14.0,10.0376,1,1
1373,56,7.0,0.2649,1,1
1374,27,6.0,0.6911,0,1
1375,39,16.0,1.8429,1,1
1376,51,15.0,5.6622,1,0
1377,44,12.0,2.4811,1,1
1378,35,19.0,3.0639999999999996,1,1
1379,60,12.0,5.3986,1,1
1380,53,12.0,1.3566,1,1
1381,43,16.0,7.7751,1,1
1382,21,14.0,1.3566,1,0
1383,36,12.0,3.58,1,1
1384,76,10.0,1.2659,1,1
1385,35,12.0,2.917,1,1
1386,56,7.0,3.3458,1,1
1387,82,12.0,1.5788,1,0
1388,23,8.0,0.7953,0,0
1389,25,12.0,3.8797,1,0
1390,39,12.0,4.4312,1,1
1391,52,8.0,2.7852,1,1
1392,51,14.0,4.8954,1,1
1393,64,7.0,1.8429,1,1
1394,32,8.0,3.46,0,1
1395,20,12.0,3.7042,1,1
1396,75,0.0,2.3866,1,1
1397,29,16.0,2.2092,1,1
1398,62,14.0,1.4927,1,1
1399,60,12.0,6.7838,1,1
1400,55,14.0,5.6622,1,1
1401,30,9.0,0.9214,0,1
1402,20,13.0,1.1893,1,1
1403,34,17.0,9.5029,0,1
1404,44,12.0,4.0702,1,1
1405,67,6.0,1.6049,0,1
1406,40,8.0,2.4811,1,1
1407,38,13.0,5.6622,1,1
1408,50,12.0,2.4803,0,1
1409,60,10.0,2.3866,1,1
1410,53,12.0,4.669,1,1
1411,29,14.0,4.4578,0,1
1412,80,5.0,0.7294,0,0
1413,39,16.0,2.1319,1,0
1414,34,12.0,2.7852,1,1
1415,48,9.0,0.973,1,1
1416,39,12.0,8.722000000000001,1,1
1417,57,6.0,1.5879,1,1
1418,72,0.0,0.253,0,1
1419,75,13.0,0.2364,1,1
1420,33,14.0,1.6218,0,1
1421,52,8.0,4.669,0,1
1422,23,10.0,3.58,0,1
1423,34,9.0,3.58,1,0
1424,31,9.0,0.6765,1,1
1425,32,12.0,5.3986,1,1
1426,86,9.0,0.4118,0,1
1427,35,14.0,1.655,0,1
1428,57,10.0,6.3304,1,1
1429,35,14.0,3.58,1,1
1430,35,12.0,7.8949,1,1
1431,52,8.0,5.1229,1,1
1432,39,14.0,3.1676,1,1
1433,52,9.0,3.7042,1,1
1434,23,14.0,0.9457,1,0
1435,63,14.0,8.7545,0,1
1436,56,14.0,3.4183,1,0
1437,59,12.0,3.46,1,1
1438,29,14.0,8.4934,1,1
1439,58,10.0,0.9689,1,1
1440,30,11.0,3.4183,1,1
1441,34,11.0,2.3866,1,1
1442,33,15.0,6.274,1,1
1443,37,16.0,12.4066,1,1
1444,42,12.0,8.722000000000001,1,1
1445,57,17.0,4.8901,1,0
1446,31,12.0,1.2659,1,1
1447,40,16.0,2.8311,1,1
1448,21,14.0,0.5813,1,1
1449,24,12.0,1.0212,0,1
1450,34,12.0,3.7042,1,1
1451,21,14.0,3.2949,0,1
1452,54,12.0,10.64,1,1
1453,24,12.0,3.7042,0,0
1454,19,12.0,1.8127,1,0
1455,30,13.0,4.8954,1,1
1456,27,13.0,4.2313,1,1
1457,37,12.0,1.4974,0,1
1458,72,12.0,3.8606,1,1
1459,30,10.0,2.3866,1,1
1460,78,8.0,0.2253,0,1
1461,26,12.0,3.2449,0,0
1462,24,16.0,2.917,1,1
1463,30,16.0,11.8939,1,1
1464,65,5.0,1.8561,1,1
1465,67,12.0,2.1279,1,1
1466,72,12.0,2.2706,1,1
1467,36,19.0,8.4934,1,1
1468,51,11.0,1.6472,0,1
1469,65,13.0,1.5879,1,1
1470,47,12.0,11.2351,1,1
1471,64,6.0,2.9193,1,0
1472,72,19.0,4.0702,1,1
1473,33,16.0,3.9394,1,1
1474,65,10.0,8.6696,1,1
1475,60,19.0,13.3041,1,1
1476,88,14.0,0.978,1,1
1477,56,9.0,1.3131,1,1
1478,50,16.0,7.7751,1,1
1479,66,14.0,0.7953,1,1
1480,37,12.0,3.3834,1,1
1481,36,12.0,2.2092,0,1
1482,20,12.0,4.2313,0,0
1483,67,13.0,8.7545,1,1
1484,27,10.0,4.6408,1,1
1485,45,12.0,7.5945,1,1
1486,27,13.0,3.7042,0,1
1487,38,8.0,3.4183,1,1
1488,61,8.0,3.4183,1,1
1489,52,12.0,6.274,1,1
1490,37,10.0,4.4312,1,1
1491,46,12.0,7.8949,1,1
1492,57,12.0,3.7435,1,1
1493,49,13.0,9.5029,1,1
1494,21,13.0,1.8429,0,1
1495,35,14.0,7.5945,1,1
1496,25,12.0,6.9491,1,1
1497,21,10.0,7.0036,0,1
1498,29,12.0,7.7751,1,1
1499,48,15.0,3.46,1,1
1500,29,12.0,1.2094,0,1
1501,49,14.0,5.9469,1,1
1502,66,14.0,7.5945,0,1
1503,33,12.0,4.0006,0,1
1504,23,12.0,3.2449,0,0
1505,28,14.0,2.4193,1,1
1506,77,8.0,1.8967,1,1
1507,46,17.0,6.274,0,1
1508,60,8.0,0.7294,0,1
1509,37,16.0,7.7751,1,1
1510,80,9.0,1.261,1,1
1511,70,8.0,2.5545,1,1
1512,22,12.0,1.7443,1,1
1513,80,12.0,3.8797,1,1
1514,28,16.0,4.669,1,1
1515,24,11.0,4.4312,1,1
1516,62,10.0,1.0942,0,0
1517,25,12.0,4.0702,1,1
1518,75,9.0,1.4055,0,1
1519,31,11.0,2.4803,1,1
1520,84,7.0,1.3566,1,1
1521,81,16.0,1.261,1,1
1522,68,17.0,13.3041,1,1
1523,50,10.0,3.3834,1,1
1524,56,12.0,0.7953,1,1
1525,33,12.0,1.1893,1,1
1526,20,12.0,5.4713,1,1
1527,41,14.0,6.3304,1,1
1528,40,14.0,2.7068,1,1
1529,52,12.0,0.6177,0,1
1530,69,17.0,13.3041,1,1
1531,74,4.0,1.3131,1,0
1532,54,12.0,3.3834,0,1
1533,44,12.0,8.722000000000001,1,1
1534,29,13.0,2.4868,1,1
1535,24,13.0,2.2856,0,1
1536,30,13.0,1.1046,0,1
1537,41,14.0,2.7852,1,1
1538,39,19.0,11.3918,1,1
1539,54,12.0,5.2331,0,1
1540,46,19.0,11.6294,1,1
1541,33,8.0,6.6298,1,1
1542,65,7.0,0.7594,0,0
1543,59,10.0,1.655,0,1
1544,45,12.0,6.3352,1,1
1545,32,12.0,6.0903,1,1
1546,86,7.0,0.7568,1,1
1547,52,6.0,0.9214,1,1
1548,41,11.0,2.3866,1,1
1549,37,12.0,3.3102,1,0
1550,48,8.0,2.2788,1,1
1551,35,14.0,5.6622,1,1
1552,26,4.0,1.2659,1,0
1553,38,13.0,3.7435,1,1
1554,35,12.0,8.7517,1,1
1555,41,16.0,5.9469,1,0
1556,33,14.0,4.9624,1,1
1557,48,12.0,6.6992,1,1
1558,41,19.0,7.8949,1,1
1559,41,12.0,2.7068,1,0
1560,64,12.0,2.1279,1,1
1561,26,12.0,2.7852,1,1
1562,28,12.0,4.6493,1,1
1563,45,15.0,5.6622,1,1
1564,44,12.0,2.2788,1,1
1565,19,12.0,4.4876,0,0
1566,50,16.0,11.3918,1,1
1567,23,12.0,1.0212,0,0
1568,43,8.0,0.253,1,0
1569,51,15.0,4.8954,1,1
1570,41,16.0,2.5196,0,1
1571,38,12.0,3.4183,1,1
1572,50,14.0,11.2351,1,1
1573,42,19.0,4.8954,1,1
1574,31,12.0,4.4876,0,1
1575,63,17.0,1.8967,1,1
1576,36,13.0,6.3352,1,1
1577,43,12.0,6.3304,1,1
1578,77,6.0,1.261,0,1
1579,39,3.0,1.8429,0,0
1580,51,12.0,3.1356,1,0
1581,63,12.0,0.7953,0,1
1582,27,11.0,6.6298,0,1
1583,58,9.0,6.3304,1,1
1584,54,12.0,2.2706,1,1
1585,39,16.0,6.7838,1,0
1586,35,12.0,4.6493,0,1
1587,29,12.0,4.2313,1,1
1588,25,14.0,3.3834,1,1
1589,52,7.0,2.2788,1,1
1590,21,14.0,1.7443,1,1
1591,53,12.0,6.7838,1,1
1592,21,15.0,0.1544,1,1
1593,47,12.0,14.9247,1,1
1594,80,12.0,1.3131,1,1
1595,92,2.0,1.4498,1,0
1596,31,14.0,5.1229,1,1
1597,63,11.0,3.3102,1,1
1598,31,12.0,4.9624,0,1
1599,72,4.0,0.5813,0,1
1600,33,16.0,3.3102,1,1
1601,31,16.0,3.9394,1,0
1602,53,12.0,6.3352,1,1
1603,65,12.0,0.8284,0,1
1604,34,12.0,3.3834,1,1
1605,28,12.0,8.7545,0,1
1606,27,12.0,1.4398,0,1
1607,67,1.0,0.253,0,0
1608,65,10.0,1.8967,0,1
1609,19,12.0,2.1885,0,0
1610,24,13.0,4.3348,1,1
1611,33,12.0,4.8901,1,1
1612,37,16.0,3.3458,0,1
1613,44,12.0,2.3866,1,1
1614,64,12.0,4.4578,0,1
